,Cultivated area (hectares),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
3702,0.75,7.0,327.0,150.0,70.0,568.0,5.0,6786.0,4.0,42523.0,1781.0,15268.0,10698.0
3703,1.0,7.0,436.0,214.0,82.0,676.0,6.0,10921.0,4.0,55990.0,2618.0,21154.0,14666.0
3704,1.75,11.0,621.0,317.0,135.0,1211.0,10.0,17521.0,5.0,100693.0,5128.0,36312.0,25693.0
3705,0.75,6.0,290.0,166.0,62.0,569.0,5.0,6978.0,7.0,44275.0,2058.0,15225.0,11322.0
3706,1.5,14.0,675.0,300.0,185.0,1009.0,10.0,16182.0,5.0,84788.0,5037.0,29408.0,22409.0
3707,3.0,12.0,1015.0,579.0,275.0,2087.0,18.0,31705.0,4.0,185770.0,7172.0,63329.0,44208.0
3708,0.75,5.0,296.0,159.0,86.0,521.0,5.0,6875.0,4.0,46255.0,1807.0,16002.0,10994.0
3709,3.0,26.0,1164.0,679.0,309.0,2293.0,20.0,30472.0,4.0,169639.0,9306.0,59187.0,43196.0
3710,1.0,6.0,389.0,224.0,87.0,752.0,6.0,9291.0,7.0,58922.0,3119.0,19416.0,14816.0
3711,0.75,3.0,283.0,152.0,67.0,548.0,5.0,7273.0,7.0,44371.0,2042.0,15482.0,10671.0
3712,1.0,9.0,362.0,198.0,97.0,666.0,6.0,9112.0,4.0,53089.0,3414.0,20290.0,14728.0
3713,2.5,19.0,849.0,501.0,313.0,1892.0,15.0,23348.0,7.0,131813.0,8777.0,50037.0,35747.0
3714,1.25,10.0,461.0,244.0,111.0,916.0,8.0,11300.0,6.0,65725.0,4144.0,26730.0,18786.0
3715,1.75,7.0,639.0,340.0,150.0,1201.0,12.0,17490.0,4.0,98298.0,4115.0,37437.0,26212.0
3716,1.25,7.0,547.0,261.0,128.0,849.0,7.0,13355.0,5.0,68160.0,4488.0,24846.0,18550.0
3717,3.0,13.0,1338.0,602.0,333.0,2245.0,18.0,30742.0,7.0,172095.0,9444.0,63431.0,45053.0
3718,1.5,7.0,622.0,265.0,164.0,1017.0,10.0,15407.0,6.0,79689.0,4193.0,30760.0,22542.0
3719,2.5,13.0,909.0,486.0,278.0,1823.0,16.0,26908.0,5.0,148251.0,8671.0,51448.0,37609.0
3720,3.0,11.0,1125.0,618.0,348.0,1977.0,19.0,32168.0,6.0,156614.0,7872.0,64339.0,44425.0
3721,2.5,18.0,927.0,446.0,226.0,1885.0,15.0,23838.0,6.0,140570.0,5792.0,50016.0,36029.0
3722,1.5,5.0,591.0,335.0,153.0,1006.0,10.0,14884.0,6.0,84432.0,3399.0,32116.0,22674.0
3723,1.25,11.0,514.0,226.0,152.0,838.0,8.0,12904.0,4.0,74482.0,3031.0,25705.0,18527.0
3724,1.5,10.0,512.0,256.0,136.0,996.0,9.0,16175.0,6.0,86328.0,3633.0,30885.0,21966.0
3725,3.0,17.0,1098.0,595.0,343.0,2218.0,19.0,29045.0,5.0,185027.0,6911.0,59754.0,44799.0
3726,2.5,21.0,962.0,430.0,203.0,1643.0,15.0,27224.0,7.0,140081.0,8658.0,51636.0,36256.0
3727,3.0,29.0,1254.0,578.0,372.0,1973.0,19.0,28922.0,6.0,165278.0,9260.0,61891.0,42622.0
3728,0.75,6.0,277.0,138.0,92.0,566.0,4.0,7960.0,7.0,46303.0,1970.0,14664.0,11227.0
3729,0.5,3.0,224.0,113.0,48.0,360.0,3.0,5442.0,6.0,26328.0,1529.0,10331.0,7488.0
3730,1.0,7.0,345.0,193.0,108.0,696.0,6.0,9499.0,6.0,54579.0,2796.0,19946.0,15138.0
3731,1.75,13.0,633.0,303.0,152.0,1192.0,11.0,16047.0,6.0,103654.0,4355.0,36449.0,26215.0
3732,2.5,22.0,942.0,559.0,225.0,1829.0,17.0,22640.0,4.0,148359.0,5457.0,50496.0,36334.0
3733,0.75,6.0,322.0,159.0,80.0,524.0,5.0,7564.0,6.0,42284.0,2255.0,15419.0,11059.0
3734,0.75,6.0,306.0,156.0,90.0,567.0,5.0,7623.0,7.0,43481.0,1702.0,14672.0,11238.0
3735,0.5,5.0,167.0,115.0,59.0,335.0,3.0,4799.0,7.0,26912.0,1541.0,10073.0,7336.0
3736,3.0,26.0,1321.0,513.0,336.0,2010.0,19.0,29995.0,4.0,172407.0,7863.0,62317.0,42771.0
3737,1.0,5.0,376.0,215.0,119.0,698.0,6.0,10677.0,7.0,58801.0,3034.0,21125.0,14930.0
3738,1.25,9.0,443.0,252.0,111.0,828.0,8.0,11516.0,6.0,71441.0,3313.0,26483.0,17938.0
3739,1.75,15.0,777.0,331.0,211.0,1254.0,11.0,18327.0,7.0,96239.0,5202.0,34936.0,25647.0
3740,1.75,12.0,685.0,335.0,142.0,1224.0,11.0,16344.0,6.0,104780.0,5513.0,35804.0,26071.0
3741,1.0,8.0,355.0,214.0,113.0,743.0,7.0,10772.0,4.0,54098.0,2792.0,19535.0,14995.0
3742,1.5,5.0,629.0,320.0,118.0,1018.0,10.0,15959.0,4.0,83772.0,3511.0,30986.0,22302.0
3743,2.5,10.0,1105.0,553.0,267.0,1841.0,16.0,27114.0,5.0,131529.0,7977.0,49910.0,37184.0
3744,1.5,4.0,612.0,262.0,131.0,1044.0,10.0,14780.0,4.0,85558.0,3332.0,31737.0,22283.0
3745,1.5,14.0,572.0,310.0,162.0,1018.0,10.0,15952.0,6.0,89547.0,3681.0,31825.0,22360.0
3746,1.0,4.0,409.0,216.0,101.0,700.0,7.0,10809.0,6.0,61388.0,3372.0,20822.0,14217.0
3747,1.75,12.0,621.0,307.0,185.0,1151.0,10.0,18170.0,7.0,100490.0,5676.0,35480.0,26480.0
3748,1.75,9.0,611.0,340.0,208.0,1139.0,11.0,19179.0,6.0,92380.0,4825.0,37121.0,26120.0
3749,2.0,8.0,834.0,371.0,187.0,1307.0,12.0,21952.0,4.0,111944.0,6811.0,42177.0,29383.0
3750,1.0,7.0,368.0,171.0,83.0,684.0,7.0,9808.0,4.0,58958.0,2880.0,19432.0,15072.0
3751,0.75,6.0,282.0,171.0,81.0,535.0,4.0,7403.0,5.0,39728.0,2648.0,15449.0,11065.0
3752,1.5,13.0,507.0,272.0,188.0,1032.0,10.0,16488.0,4.0,82600.0,4087.0,30707.0,22223.0
3753,1.25,3.0,420.0,278.0,126.0,949.0,8.0,12092.0,4.0,66335.0,3574.0,25548.0,18506.0
3754,1.0,6.0,444.0,176.0,88.0,679.0,7.0,10596.0,6.0,56678.0,3092.0,19741.0,14859.0
3755,0.5,1.0,193.0,115.0,55.0,342.0,3.0,4525.0,6.0,27811.0,1465.0,10207.0,7523.0
3756,2.5,18.0,909.0,570.0,262.0,1834.0,16.0,27031.0,6.0,140563.0,5560.0,50507.0,37927.0
3757,2.0,10.0,700.0,429.0,159.0,1523.0,13.0,20332.0,4.0,110405.0,5920.0,39393.0,29429.0
3758,1.5,13.0,509.0,334.0,154.0,1138.0,10.0,16233.0,6.0,88943.0,4742.0,31654.0,22063.0
3759,1.75,11.0,646.0,316.0,189.0,1252.0,11.0,16657.0,7.0,108240.0,4935.0,36468.0,25895.0
3760,0.5,4.0,187.0,111.0,41.0,355.0,3.0,5272.0,7.0,27335.0,1196.0,10579.0,7592.0
3761,1.0,8.0,394.0,200.0,78.0,673.0,6.0,10131.0,7.0,52883.0,2392.0,20962.0,14818.0
3762,1.5,4.0,641.0,319.0,152.0,987.0,9.0,13723.0,7.0,82008.0,4278.0,31006.0,22343.0
3763,1.75,6.0,646.0,339.0,183.0,1236.0,11.0,16701.0,7.0,94027.0,4352.0,36381.0,25215.0
3764,1.5,10.0,609.0,279.0,164.0,1129.0,9.0,14233.0,6.0,78305.0,3462.0,31437.0,22695.0
3765,2.0,6.0,769.0,415.0,213.0,1357.0,13.0,20760.0,5.0,105346.0,4522.0,42686.0,29274.0
3766,1.75,14.0,735.0,327.0,162.0,1194.0,10.0,18324.0,6.0,99251.0,4052.0,34098.0,26482.0
3767,1.75,8.0,607.0,357.0,215.0,1191.0,11.0,17353.0,5.0,100348.0,4994.0,34062.0,25222.0
3768,1.25,8.0,519.0,247.0,119.0,879.0,8.0,12667.0,7.0,69035.0,2732.0,25450.0,17832.0
3769,1.25,4.0,558.0,233.0,145.0,950.0,8.0,11924.0,5.0,70790.0,3435.0,25950.0,18506.0
3770,1.25,11.0,555.0,268.0,128.0,816.0,8.0,12454.0,5.0,72345.0,3481.0,24770.0,18210.0
3771,0.75,5.0,312.0,161.0,91.0,541.0,5.0,7013.0,4.0,41970.0,2247.0,14560.0,11162.0
3772,1.0,3.0,444.0,203.0,122.0,676.0,6.0,9824.0,4.0,57534.0,2470.0,19883.0,14805.0
3773,1.0,3.0,390.0,171.0,115.0,698.0,7.0,10430.0,5.0,52360.0,2213.0,19795.0,14574.0
3774,1.0,7.0,332.0,215.0,83.0,707.0,6.0,10328.0,4.0,57158.0,3413.0,21218.0,15070.0
3775,1.0,4.0,439.0,191.0,113.0,698.0,6.0,9698.0,7.0,56528.0,2914.0,20749.0,14833.0
3776,2.5,21.0,1014.0,477.0,227.0,1697.0,16.0,24768.0,7.0,154791.0,8345.0,52295.0,35674.0
3777,1.75,17.0,664.0,356.0,171.0,1227.0,11.0,16297.0,7.0,101993.0,4827.0,34020.0,25939.0
3778,0.75,5.0,288.0,157.0,68.0,552.0,4.0,6861.0,7.0,45780.0,1777.0,16054.0,10776.0
3779,0.5,3.0,203.0,90.0,43.0,368.0,3.0,4684.0,7.0,30360.0,1315.0,9968.0,7280.0
3780,3.0,17.0,1108.0,665.0,348.0,2290.0,18.0,27964.0,7.0,160507.0,6465.0,63848.0,43595.0
3781,1.25,3.0,450.0,251.0,112.0,844.0,8.0,13584.0,6.0,69568.0,3770.0,24289.0,17893.0
3782,0.75,3.0,324.0,144.0,81.0,519.0,5.0,7694.0,4.0,44552.0,2045.0,15857.0,10901.0
3783,3.0,7.0,1130.0,604.0,250.0,1966.0,19.0,31707.0,7.0,183885.0,7823.0,62269.0,44799.0
3784,2.0,6.0,690.0,406.0,241.0,1508.0,14.0,21112.0,6.0,118909.0,4996.0,40134.0,28713.0
3785,2.5,14.0,916.0,504.0,191.0,1733.0,16.0,24489.0,7.0,150424.0,6931.0,52303.0,37485.0
3786,1.25,11.0,421.0,224.0,136.0,932.0,7.0,11734.0,6.0,76070.0,4221.0,26651.0,18878.0
3787,0.5,4.0,182.0,87.0,46.0,339.0,3.0,4798.0,4.0,30518.0,1307.0,10450.0,7336.0
3788,2.0,10.0,685.0,391.0,213.0,1455.0,13.0,20124.0,4.0,123182.0,6513.0,40737.0,29393.0
3789,2.5,17.0,918.0,487.0,191.0,1686.0,15.0,25796.0,6.0,136004.0,6808.0,52803.0,36427.0
3790,1.5,11.0,650.0,328.0,132.0,986.0,10.0,14118.0,7.0,89528.0,3876.0,31053.0,22216.0
3791,1.75,14.0,647.0,354.0,165.0,1141.0,11.0,16343.0,4.0,96452.0,3853.0,36044.0,25678.0
3792,2.5,9.0,913.0,490.0,251.0,1673.0,16.0,24048.0,5.0,138347.0,6781.0,52080.0,36872.0
3793,1.5,8.0,592.0,298.0,156.0,1007.0,10.0,14776.0,7.0,82361.0,4507.0,30851.0,22434.0
3794,0.5,3.0,171.0,89.0,41.0,341.0,3.0,5061.0,5.0,29038.0,1483.0,10609.0,7564.0
3795,3.0,24.0,1341.0,666.0,230.0,2248.0,20.0,27113.0,5.0,164403.0,8985.0,62631.0,44522.0
3796,1.0,5.0,440.0,210.0,99.0,729.0,6.0,10254.0,7.0,60380.0,3359.0,20488.0,14519.0
3797,1.25,6.0,432.0,285.0,128.0,863.0,8.0,13004.0,4.0,76449.0,2997.0,26560.0,17998.0
3798,3.0,7.0,1287.0,625.0,285.0,2028.0,20.0,31636.0,6.0,174503.0,9792.0,63955.0,44383.0
3799,0.75,3.0,324.0,148.0,62.0,518.0,5.0,7329.0,4.0,41905.0,1739.0,14626.0,11329.0
3800,2.5,25.0,996.0,574.0,307.0,1850.0,15.0,27168.0,6.0,140534.0,8692.0,49585.0,36960.0
3801,1.5,5.0,631.0,276.0,140.0,1106.0,9.0,15259.0,7.0,87328.0,3746.0,29303.0,22359.0
3802,2.5,17.0,968.0,534.0,225.0,1747.0,16.0,22723.0,5.0,137078.0,7995.0,50976.0,35510.0
3803,2.0,12.0,733.0,458.0,224.0,1428.0,13.0,21729.0,4.0,114409.0,4707.0,40374.0,28826.0
3804,1.25,8.0,468.0,275.0,145.0,918.0,8.0,11834.0,5.0,75198.0,3847.0,24698.0,18003.0
3805,3.0,29.0,1139.0,648.0,243.0,2162.0,19.0,31671.0,5.0,184602.0,9642.0,59878.0,44954.0
3806,2.0,19.0,836.0,377.0,245.0,1497.0,13.0,20777.0,4.0,107035.0,5281.0,41620.0,29067.0
3807,1.5,15.0,549.0,273.0,139.0,1064.0,10.0,16238.0,4.0,87861.0,3907.0,30175.0,22396.0
3808,1.5,9.0,520.0,260.0,168.0,1007.0,9.0,13802.0,6.0,81386.0,3285.0,29749.0,21714.0
3809,1.75,11.0,626.0,323.0,156.0,1230.0,10.0,17608.0,7.0,96534.0,6136.0,35262.0,26072.0
3810,1.25,8.0,526.0,248.0,97.0,857.0,7.0,13334.0,5.0,67927.0,3529.0,24267.0,18454.0
3811,1.5,14.0,533.0,290.0,177.0,1123.0,9.0,14506.0,6.0,81789.0,4250.0,30923.0,22455.0
3812,0.5,1.0,213.0,96.0,44.0,367.0,3.0,4682.0,6.0,27732.0,1116.0,10001.0,7264.0
3813,3.0,19.0,1245.0,609.0,280.0,2140.0,19.0,28104.0,7.0,171994.0,7941.0,61558.0,44041.0
3814,0.75,7.0,254.0,148.0,70.0,535.0,5.0,7581.0,7.0,39465.0,2680.0,15031.0,11149.0
3815,1.75,11.0,619.0,352.0,170.0,1142.0,10.0,15779.0,4.0,93303.0,5892.0,36330.0,26527.0
3816,1.5,7.0,551.0,328.0,142.0,1114.0,10.0,16180.0,5.0,84950.0,5052.0,30559.0,21595.0
3817,3.0,21.0,1281.0,680.0,307.0,1966.0,18.0,31532.0,7.0,180393.0,10146.0,59041.0,44668.0
3818,2.5,17.0,963.0,451.0,274.0,1644.0,15.0,27047.0,4.0,148114.0,8291.0,49578.0,35732.0
3819,0.75,5.0,306.0,140.0,64.0,536.0,5.0,6772.0,7.0,40014.0,2302.0,15115.0,11349.0
3820,1.5,12.0,616.0,260.0,164.0,1071.0,9.0,16108.0,6.0,90238.0,4440.0,32118.0,22497.0
3821,0.5,4.0,178.0,89.0,63.0,353.0,3.0,4675.0,6.0,27705.0,1411.0,10008.0,7481.0
3822,0.75,6.0,282.0,154.0,83.0,534.0,5.0,7169.0,7.0,40541.0,2666.0,15701.0,11194.0
3823,1.25,6.0,444.0,227.0,139.0,881.0,8.0,13284.0,6.0,69393.0,3332.0,24721.0,18274.0
3824,1.75,15.0,725.0,316.0,146.0,1244.0,11.0,15919.0,7.0,94207.0,5405.0,34026.0,25571.0
3825,2.0,4.0,787.0,374.0,176.0,1351.0,13.0,19015.0,6.0,108354.0,4322.0,42416.0,28786.0
3826,3.0,22.0,1169.0,658.0,363.0,2203.0,20.0,31979.0,6.0,185374.0,7575.0,61631.0,43246.0
3827,1.5,7.0,571.0,266.0,128.0,1099.0,9.0,13821.0,4.0,92017.0,4597.0,29115.0,22632.0
3828,1.75,4.0,695.0,365.0,154.0,1168.0,11.0,16138.0,6.0,104866.0,4781.0,34530.0,26252.0
3829,0.5,4.0,194.0,85.0,55.0,380.0,3.0,4978.0,6.0,26505.0,1512.0,9802.0,7303.0
3830,1.0,3.0,332.0,175.0,84.0,733.0,6.0,9191.0,6.0,58524.0,2618.0,20781.0,14757.0
3831,2.5,25.0,938.0,490.0,205.0,1712.0,15.0,26829.0,4.0,144650.0,8858.0,51402.0,37607.0
3832,2.0,7.0,719.0,371.0,198.0,1344.0,13.0,18435.0,6.0,121113.0,5340.0,42587.0,30349.0
3833,0.5,3.0,187.0,96.0,40.0,372.0,3.0,4765.0,7.0,28072.0,1585.0,10057.0,7550.0
3834,1.75,13.0,703.0,304.0,218.0,1332.0,12.0,17251.0,4.0,100110.0,5470.0,36671.0,25374.0
3835,1.25,10.0,421.0,227.0,155.0,906.0,8.0,12183.0,5.0,74231.0,4362.0,25187.0,18930.0
3836,2.5,10.0,1087.0,480.0,280.0,1830.0,15.0,27480.0,4.0,134995.0,7565.0,50006.0,37727.0
3837,1.5,14.0,649.0,277.0,147.0,1058.0,10.0,14351.0,6.0,92792.0,4164.0,32151.0,21471.0
3838,1.75,5.0,767.0,361.0,180.0,1191.0,11.0,18888.0,4.0,91089.0,5528.0,34396.0,26187.0
3839,1.5,12.0,595.0,258.0,162.0,1000.0,10.0,15980.0,7.0,85618.0,4960.0,30086.0,22088.0
3840,1.5,5.0,576.0,318.0,167.0,1014.0,10.0,16042.0,7.0,78061.0,3365.0,30418.0,21478.0
3841,2.0,7.0,752.0,371.0,202.0,1380.0,12.0,20059.0,5.0,110648.0,6841.0,41624.0,29181.0
3842,2.0,5.0,779.0,383.0,161.0,1451.0,12.0,21219.0,5.0,109978.0,4856.0,41556.0,29889.0
3843,3.0,24.0,1106.0,590.0,357.0,2127.0,20.0,28240.0,5.0,160801.0,6741.0,63762.0,44904.0
3844,2.5,10.0,869.0,442.0,214.0,1738.0,16.0,23319.0,6.0,141495.0,8656.0,52588.0,37432.0
3845,1.5,5.0,518.0,287.0,126.0,996.0,9.0,15517.0,4.0,88469.0,5018.0,31402.0,22516.0
3846,1.5,5.0,654.0,297.0,189.0,1004.0,9.0,14769.0,4.0,89294.0,3422.0,31548.0,21464.0
3847,1.25,6.0,561.0,268.0,135.0,903.0,8.0,13536.0,5.0,76154.0,3767.0,24390.0,18571.0
3848,2.5,8.0,959.0,442.0,272.0,1884.0,16.0,24519.0,4.0,130292.0,8285.0,52447.0,36734.0
3849,1.25,4.0,551.0,223.0,116.0,840.0,8.0,11545.0,4.0,72558.0,3483.0,24275.0,18681.0
3850,0.75,5.0,259.0,137.0,91.0,519.0,5.0,7868.0,4.0,42890.0,2007.0,14561.0,11220.0
3851,0.5,1.0,217.0,111.0,53.0,368.0,3.0,5170.0,5.0,27531.0,1256.0,10017.0,7474.0
3852,3.0,6.0,1176.0,621.0,237.0,2154.0,19.0,30421.0,4.0,185379.0,10431.0,59019.0,43397.0
3853,1.5,7.0,618.0,266.0,158.0,1055.0,9.0,13523.0,5.0,89305.0,3809.0,30155.0,21633.0
3854,0.75,4.0,288.0,163.0,68.0,512.0,5.0,7422.0,5.0,43609.0,2505.0,15913.0,10659.0
3855,1.25,6.0,488.0,250.0,149.0,936.0,8.0,12550.0,5.0,69392.0,3201.0,26726.0,18469.0
3856,3.0,28.0,1148.0,670.0,239.0,1970.0,19.0,28155.0,7.0,174577.0,9972.0,63973.0,44293.0
3857,0.75,4.0,310.0,156.0,91.0,571.0,4.0,6969.0,6.0,39828.0,2637.0,15581.0,11339.0
3858,3.0,27.0,992.0,535.0,240.0,2272.0,20.0,31260.0,6.0,162046.0,9390.0,63097.0,43282.0
3859,1.75,15.0,784.0,323.0,172.0,1196.0,11.0,16440.0,5.0,92000.0,5382.0,36482.0,26377.0
3860,0.75,3.0,323.0,143.0,83.0,524.0,5.0,7596.0,4.0,45506.0,1733.0,15233.0,10687.0
3861,1.25,11.0,475.0,249.0,130.0,897.0,8.0,12084.0,6.0,66526.0,3593.0,24534.0,18261.0
3862,1.0,4.0,390.0,186.0,80.0,749.0,6.0,10522.0,7.0,52378.0,2958.0,20697.0,14898.0
3863,0.5,3.0,186.0,110.0,46.0,362.0,3.0,4531.0,6.0,29674.0,1481.0,10482.0,7343.0
3864,0.5,2.0,194.0,100.0,44.0,374.0,3.0,4659.0,6.0,26301.0,1256.0,10150.0,7453.0
3865,1.5,13.0,534.0,277.0,144.0,1120.0,9.0,13829.0,6.0,86259.0,3887.0,30019.0,21925.0
3866,1.5,4.0,614.0,264.0,160.0,1018.0,9.0,16097.0,7.0,82300.0,3664.0,30712.0,22214.0
3867,2.5,12.0,1037.0,536.0,238.0,1672.0,16.0,26691.0,6.0,151079.0,7824.0,53030.0,36918.0
3868,2.0,15.0,736.0,435.0,194.0,1463.0,13.0,21687.0,6.0,104304.0,5229.0,42576.0,30215.0
3869,1.0,2.0,342.0,174.0,120.0,657.0,7.0,10948.0,7.0,57645.0,3122.0,20240.0,14785.0
3870,0.75,6.0,334.0,134.0,68.0,495.0,5.0,6818.0,4.0,42404.0,2403.0,15576.0,11285.0
3871,2.0,16.0,792.0,435.0,177.0,1319.0,12.0,19515.0,6.0,106039.0,6586.0,38819.0,29788.0
3872,1.0,2.0,441.0,200.0,84.0,656.0,7.0,10063.0,4.0,55227.0,3023.0,21431.0,15138.0
3873,1.75,5.0,579.0,337.0,210.0,1248.0,11.0,19237.0,5.0,107927.0,6280.0,35361.0,26599.0
3874,0.75,3.0,258.0,128.0,93.0,548.0,5.0,7816.0,7.0,43355.0,1984.0,15912.0,10802.0
3875,1.0,3.0,338.0,211.0,106.0,686.0,7.0,10721.0,7.0,57448.0,3430.0,19675.0,14915.0
3876,3.0,7.0,1217.0,513.0,288.0,2101.0,20.0,29883.0,6.0,182706.0,10741.0,62951.0,45225.0
3877,1.0,9.0,438.0,185.0,111.0,675.0,6.0,9231.0,7.0,59642.0,2506.0,20238.0,14872.0
3878,2.0,7.0,893.0,432.0,244.0,1483.0,13.0,21873.0,4.0,114597.0,6712.0,40291.0,29490.0
3879,1.5,5.0,595.0,331.0,117.0,1057.0,9.0,15951.0,4.0,80967.0,5046.0,29777.0,22728.0
3880,2.0,7.0,666.0,378.0,241.0,1507.0,13.0,21594.0,4.0,110837.0,4587.0,40425.0,28973.0
3881,2.5,7.0,973.0,504.0,209.0,1659.0,16.0,27214.0,6.0,133659.0,7115.0,53632.0,36796.0
3882,2.5,19.0,965.0,493.0,314.0,1654.0,16.0,23071.0,6.0,150639.0,8600.0,51836.0,36737.0
3883,2.5,15.0,1038.0,441.0,266.0,1798.0,16.0,23516.0,4.0,141631.0,7700.0,49280.0,35527.0
3884,0.75,3.0,315.0,156.0,61.0,557.0,5.0,7443.0,5.0,42435.0,1936.0,15549.0,11185.0
3885,1.75,8.0,704.0,332.0,178.0,1143.0,11.0,17511.0,6.0,105392.0,6157.0,35532.0,26187.0
3886,2.0,10.0,773.0,350.0,209.0,1496.0,12.0,18859.0,5.0,115847.0,4972.0,40290.0,30041.0
3887,2.0,6.0,854.0,366.0,216.0,1419.0,14.0,19415.0,5.0,119344.0,5089.0,41194.0,29095.0
3888,0.75,7.0,281.0,158.0,62.0,498.0,4.0,8167.0,5.0,40568.0,2050.0,15089.0,11196.0
3889,1.0,9.0,418.0,172.0,86.0,676.0,7.0,9324.0,7.0,52618.0,3027.0,20201.0,14460.0
3890,1.75,17.0,767.0,363.0,135.0,1141.0,10.0,16301.0,7.0,101224.0,6064.0,36949.0,26496.0
3891,1.5,12.0,523.0,320.0,129.0,1010.0,10.0,14812.0,5.0,83732.0,5280.0,31717.0,22178.0
3892,1.25,7.0,488.0,257.0,117.0,895.0,8.0,13747.0,7.0,69021.0,3916.0,25029.0,18134.0
3893,1.0,3.0,447.0,212.0,115.0,682.0,7.0,9724.0,5.0,57595.0,3076.0,20784.0,15164.0
3894,2.0,6.0,668.0,422.0,236.0,1421.0,13.0,18743.0,7.0,123528.0,4785.0,40294.0,30027.0
3895,1.25,4.0,524.0,222.0,129.0,861.0,8.0,12070.0,5.0,70726.0,4363.0,25980.0,17821.0
3896,3.0,10.0,1126.0,525.0,316.0,2005.0,18.0,31785.0,6.0,166148.0,6749.0,59544.0,42878.0
3897,1.0,3.0,358.0,198.0,110.0,667.0,6.0,10801.0,4.0,58356.0,3520.0,19804.0,14569.0
3898,1.5,14.0,564.0,307.0,139.0,1131.0,9.0,13983.0,7.0,86491.0,5337.0,30597.0,21710.0
3899,0.5,5.0,212.0,102.0,43.0,365.0,3.0,5414.0,7.0,28636.0,1487.0,9921.0,7483.0
3900,0.75,2.0,296.0,151.0,81.0,488.0,4.0,7235.0,4.0,46375.0,1840.0,16029.0,11095.0
3901,2.0,12.0,728.0,439.0,165.0,1477.0,13.0,19018.0,5.0,104087.0,4367.0,41030.0,28839.0
3902,1.75,16.0,663.0,348.0,167.0,1265.0,11.0,18574.0,5.0,99389.0,4078.0,37463.0,25897.0
3903,2.5,8.0,1059.0,494.0,261.0,1850.0,16.0,25752.0,6.0,141780.0,6609.0,53491.0,37123.0
3904,0.5,3.0,209.0,103.0,48.0,347.0,3.0,4749.0,5.0,29617.0,1107.0,10557.0,7477.0
3905,1.5,5.0,525.0,283.0,183.0,1015.0,9.0,16432.0,4.0,90707.0,5334.0,31939.0,21855.0
3906,0.5,3.0,170.0,89.0,57.0,337.0,3.0,5336.0,5.0,26679.0,1147.0,10661.0,7191.0
3907,3.0,26.0,1202.0,630.0,293.0,1989.0,20.0,32905.0,7.0,164082.0,8343.0,63691.0,45165.0
3908,0.5,2.0,222.0,114.0,42.0,351.0,3.0,5252.0,7.0,30884.0,1718.0,10239.0,7521.0
3909,3.0,11.0,1129.0,542.0,246.0,2294.0,19.0,27685.0,7.0,171953.0,9385.0,63972.0,44243.0
3910,1.25,5.0,470.0,275.0,134.0,859.0,8.0,12017.0,4.0,73441.0,3300.0,24543.0,18478.0
3911,0.5,5.0,215.0,113.0,61.0,337.0,3.0,4925.0,6.0,28800.0,1145.0,10212.0,7456.0
3912,0.75,4.0,293.0,163.0,82.0,572.0,5.0,7199.0,7.0,40248.0,1928.0,14859.0,10758.0
3913,1.0,3.0,408.0,226.0,103.0,730.0,6.0,10344.0,6.0,58447.0,3384.0,20069.0,14792.0
3914,1.25,7.0,458.0,220.0,110.0,933.0,7.0,13363.0,7.0,72441.0,3682.0,25322.0,18571.0
3915,1.75,13.0,751.0,360.0,180.0,1232.0,11.0,18873.0,7.0,102577.0,5889.0,37039.0,24923.0
3916,1.75,14.0,739.0,396.0,144.0,1157.0,10.0,18149.0,6.0,104836.0,4473.0,37544.0,24965.0
3917,1.25,10.0,494.0,267.0,138.0,868.0,8.0,11918.0,6.0,66601.0,3168.0,25014.0,18695.0
3918,3.0,25.0,1001.0,688.0,370.0,2073.0,18.0,32937.0,6.0,171635.0,10436.0,61080.0,43532.0
3919,1.0,10.0,365.0,183.0,87.0,752.0,6.0,10259.0,6.0,61020.0,3451.0,20595.0,14348.0
3920,2.5,19.0,950.0,572.0,191.0,1789.0,15.0,24104.0,5.0,134993.0,7016.0,52246.0,37665.0
3921,3.0,8.0,1238.0,648.0,260.0,2211.0,18.0,32163.0,5.0,162941.0,8792.0,59147.0,42612.0
3922,3.0,8.0,1138.0,619.0,247.0,2065.0,19.0,28791.0,5.0,165711.0,9776.0,60321.0,42725.0
3923,0.5,2.0,189.0,110.0,55.0,373.0,3.0,5369.0,6.0,28000.0,1799.0,10275.0,7416.0
3924,1.0,7.0,445.0,195.0,92.0,697.0,6.0,10522.0,7.0,55885.0,2171.0,19512.0,15023.0
3925,1.75,7.0,678.0,383.0,213.0,1254.0,10.0,16285.0,7.0,105404.0,6109.0,35047.0,25135.0
3926,2.0,12.0,858.0,381.0,162.0,1409.0,12.0,20584.0,7.0,105363.0,4917.0,41925.0,30370.0
3927,0.5,3.0,196.0,94.0,54.0,336.0,3.0,5372.0,4.0,26948.0,1549.0,9933.0,7262.0
3928,1.0,3.0,404.0,222.0,110.0,743.0,6.0,10450.0,7.0,54364.0,3180.0,20978.0,15029.0
3929,0.75,2.0,287.0,159.0,80.0,561.0,5.0,7593.0,7.0,44492.0,2659.0,14901.0,11161.0
